location,country,time,temp,pressure,humidity,visibility,wind speed,wind degree,clouds,date
Ostrava,CZ,1652276493,25.6,1016.0,38.0,10000.0,7.2,230.0,0.0,Wed May 11 15:49:31 CEST 2022
Kladno,CZ,1652276263,26.32,1014.0,38.0,10000.0,5.66,230.0,0.0,Wed May 11 15:50:31 CEST 2022
Mladá Boleslav,CZ,1652276492,26.99,1013.0,46.0,10000.0,5.16,234.0,72.0,Wed May 11 15:50:31 CEST 2022
Olomouc,CZ,1652276400,26.1,1015.0,54.0,10000.0,5.11,193.0,99.0,Wed May 11 15:50:31 CEST 2022
Ostrava,CZ,1652276493,25.6,1016.0,38.0,10000.0,7.2,230.0,0.0,Wed May 11 15:50:31 CEST 2022
Mladá Boleslav,CZ,1652277136,26.99,1013.0,46.0,10000.0,5.16,234.0,72.0,Wed May 11 15:52:15 CEST 2022
Olomouc,CZ,1652277007,25.85,1015.0,54.0,10000.0,5.11,193.0,99.0,Wed May 11 15:52:15 CEST 2022
Ostrava,CZ,1652276935,26.23,1016.0,36.0,10000.0,7.2,230.0,0.0,Wed May 11 15:52:15 CEST 2022
Pardubice,CZ,1652276697,27.7,1014.0,32.0,10000.0,5.81,230.0,0.0,Wed May 11 15:52:41 CEST 2022
Kladno,CZ,1652277196,26.36,1014.0,39.0,10000.0,5.14,240.0,0.0,Wed May 11 15:53:15 CEST 2022
Pardubice,CZ,1652277199,27.7,1014.0,32.0,10000.0,5.81,230.0,0.0,Wed May 11 15:55:15 CEST 2022
Kladno,CZ,1652278284,26.02,1014.0,39.0,10000.0,5.14,240.0,0.0,Wed May 11 16:11:23 CEST 2022
Mladá Boleslav,CZ,1652278284,27.54,1013.0,46.0,10000.0,5.16,234.0,72.0,Wed May 11 16:11:23 CEST 2022
Olomouc,CZ,1652278069,25.8,1015.0,54.0,10000.0,5.11,193.0,99.0,Wed May 11 16:11:23 CEST 2022
Ostrava,CZ,1652278042,26.22,1016.0,36.0,10000.0,7.2,230.0,0.0,Wed May 11 16:11:24 CEST 2022
Pardubice,CZ,1652278265,27.9,1013.0,34.0,10000.0,6.71,240.0,0.0,Wed May 11 16:11:24 CEST 2022
Kladno,CZ,1652361808,22.71,1017.0,43.0,10000.0,7.72,290.0,0.0,Thu May 12 15:23:28 CEST 2022
Mladá Boleslav,CZ,1652361809,21.66,1017.0,50.0,10000.0,6.0,299.0,67.0,Thu May 12 15:23:29 CEST 2022
Olomouc,CZ,1652361809,26.22,1016.0,56.0,10000.0,6.59,319.0,13.0,Thu May 12 15:23:29 CEST 2022
Ostrava,CZ,1652361601,26.56,1015.0,34.0,10000.0,7.2,270.0,0.0,Thu May 12 15:23:29 CEST 2022
Pardubice,CZ,1652361532,23.35,1016.0,55.0,10000.0,5.14,300.0,0.0,Thu May 12 15:23:29 CEST 2022
Kladno,CZ,1652363246,22.7,1017.0,43.0,10000.0,7.72,280.0,0.0,Thu May 12 15:51:12 CEST 2022
Mladá Boleslav,CZ,1652363472,22.51,1017.0,54.0,10000.0,4.9,304.0,82.0,Thu May 12 15:51:12 CEST 2022
Olomouc,CZ,1652363417,25.75,1016.0,58.0,10000.0,6.69,318.0,16.0,Thu May 12 15:51:12 CEST 2022
Ostrava,CZ,1652363274,27.22,1015.0,34.0,10000.0,7.2,290.0,0.0,Thu May 12 15:51:12 CEST 2022
Pardubice,CZ,1652363473,23.04,1016.0,45.0,10000.0,3.6,290.0,0.0,Thu May 12 15:51:13 CEST 2022
Kladno,CZ,1652363981,22.75,1017.0,43.0,10000.0,7.72,280.0,0.0,Thu May 12 16:01:51 CEST 2022
Mladá Boleslav,CZ,1652364111,22.52,1017.0,54.0,10000.0,4.9,304.0,82.0,Thu May 12 16:01:51 CEST 2022
Olomouc,CZ,1652364030,24.28,1016.0,58.0,10000.0,6.69,318.0,16.0,Thu May 12 16:01:51 CEST 2022
Ostrava,CZ,1652363850,27.21,1015.0,34.0,10000.0,7.2,290.0,0.0,Thu May 12 16:01:51 CEST 2022
Pardubice,CZ,1652364111,23.4,1016.0,42.0,10000.0,3.6,290.0,0.0,Thu May 12 16:01:51 CEST 2022
56,PH,1652364510,30.95,1009.0,64.0,10000.0,2.06,0.0,20.0,Thu May 12 16:08:30 CEST 2022
Kladno,CZ,1652364615,22.69,1017.0,43.0,10000.0,7.72,280.0,0.0,Thu May 12 16:11:36 CEST 2022
Mladá Boleslav,CZ,1652364696,22.52,1017.0,54.0,10000.0,4.9,304.0,82.0,Thu May 12 16:11:36 CEST 2022
Olomouc,CZ,1652364547,24.16,1016.0,58.0,10000.0,6.69,318.0,16.0,Thu May 12 16:11:36 CEST 2022
Ostrava,CZ,1652364654,27.22,1015.0,34.0,10000.0,7.2,290.0,0.0,Thu May 12 16:11:37 CEST 2022
Pardubice,CZ,1652364556,23.4,1016.0,42.0,10000.0,3.6,290.0,0.0,Thu May 12 16:11:37 CEST 2022
Kladno,CZ,1652365356,22.79,1017.0,42.0,10000.0,6.69,270.0,0.0,Thu May 12 16:22:36 CEST 2022
Mladá Boleslav,CZ,1652365356,22.73,1017.0,54.0,10000.0,4.9,304.0,82.0,Thu May 12 16:22:36 CEST 2022
Olomouc,CZ,1652365311,25.12,1016.0,58.0,10000.0,6.69,318.0,16.0,Thu May 12 16:22:36 CEST 2022
Ostrava,CZ,1652365356,27.18,1015.0,34.0,10000.0,5.14,300.0,0.0,Thu May 12 16:22:36 CEST 2022
Pardubice,CZ,1652365356,23.88,1016.0,41.0,10000.0,4.02,300.0,0.0,Thu May 12 16:22:36 CEST 2022
Kladno,CZ,1652366015,22.58,1017.0,44.0,10000.0,6.69,270.0,0.0,Thu May 12 16:33:35 CEST 2022
Mladá Boleslav,CZ,1652366015,23.22,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 16:33:35 CEST 2022
Olomouc,CZ,1652366015,25.6,1016.0,60.0,10000.0,5.47,320.0,14.0,Thu May 12 16:33:35 CEST 2022
Ostrava,CZ,1652366015,27.22,1015.0,34.0,10000.0,5.14,300.0,0.0,Thu May 12 16:33:35 CEST 2022
Pardubice,CZ,1652365769,24.03,1016.0,41.0,10000.0,3.09,310.0,0.0,Thu May 12 16:33:35 CEST 2022
Kladno,CZ,1652366675,22.29,1017.0,45.0,10000.0,6.17,270.0,0.0,Thu May 12 16:44:35 CEST 2022
Mladá Boleslav,CZ,1652366479,23.22,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 16:44:35 CEST 2022
Olomouc,CZ,1652366675,25.6,1016.0,60.0,10000.0,5.47,320.0,14.0,Thu May 12 16:44:35 CEST 2022
Ostrava,CZ,1652366507,27.22,1015.0,34.0,10000.0,5.14,300.0,0.0,Thu May 12 16:44:35 CEST 2022
Pardubice,CZ,1652366675,23.9,1016.0,41.0,10000.0,5.14,280.0,0.0,Thu May 12 16:44:35 CEST 2022
Kladno,CZ,1652367446,22.2,1017.0,46.0,10000.0,6.17,270.0,0.0,Thu May 12 17:01:56 CEST 2022
Mladá Boleslav,CZ,1652367717,24.14,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 17:01:57 CEST 2022
Olomouc,CZ,1652367717,23.58,1016.0,60.0,10000.0,5.47,320.0,14.0,Thu May 12 17:01:57 CEST 2022
Ostrava,CZ,1652367620,25.22,1015.0,38.0,10000.0,5.66,280.0,0.0,Thu May 12 17:01:57 CEST 2022
Pardubice,CZ,1652367425,23.9,1016.0,41.0,10000.0,5.14,280.0,0.0,Thu May 12 17:01:57 CEST 2022
Kladno,CZ,1652368080,22.09,1017.0,43.0,10000.0,6.17,270.0,0.0,Thu May 12 17:12:18 CEST 2022
Mladá Boleslav,CZ,1652368338,23.03,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 17:12:18 CEST 2022
Olomouc,CZ,1652368338,24.69,1016.0,60.0,10000.0,5.47,320.0,14.0,Thu May 12 17:12:18 CEST 2022
Ostrava,CZ,1652368192,25.22,1015.0,38.0,10000.0,5.66,280.0,0.0,Thu May 12 17:12:18 CEST 2022
Pardubice,CZ,1652368199,24.03,1016.0,41.0,10000.0,5.14,280.0,0.0,Thu May 12 17:12:18 CEST 2022
Kladno,CZ,1652368994,22.38,1017.0,43.0,10000.0,7.2,270.0,0.0,Thu May 12 17:23:14 CEST 2022
Mladá Boleslav,CZ,1652368994,22.57,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 17:23:14 CEST 2022
Olomouc,CZ,1652368859,25.34,1016.0,60.0,10000.0,5.47,320.0,14.0,Thu May 12 17:23:14 CEST 2022
Ostrava,CZ,1652368830,25.22,1015.0,41.0,10000.0,5.14,300.0,0.0,Thu May 12 17:23:14 CEST 2022
Pardubice,CZ,1652368877,24.03,1016.0,38.0,10000.0,5.14,270.0,0.0,Thu May 12 17:23:14 CEST 2022
Kladno,CZ,1652369630,22.35,1017.0,43.0,10000.0,7.2,270.0,0.0,Thu May 12 17:33:50 CEST 2022
Mladá Boleslav,CZ,1652369362,22.57,1017.0,55.0,10000.0,3.9,318.0,87.0,Thu May 12 17:33:50 CEST 2022
Olomouc,CZ,1652369630,25.98,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 17:33:50 CEST 2022
Ostrava,CZ,1652369539,25.19,1015.0,41.0,10000.0,5.14,300.0,0.0,Thu May 12 17:33:50 CEST 2022
Pardubice,CZ,1652369630,23.68,1016.0,45.0,10000.0,5.14,270.0,0.0,Thu May 12 17:33:50 CEST 2022
Kladno,CZ,1652370284,22.46,1017.0,43.0,10000.0,7.2,260.0,0.0,Thu May 12 17:44:44 CEST 2022
Mladá Boleslav,CZ,1652370284,22.38,1017.0,60.0,10000.0,3.29,337.0,90.0,Thu May 12 17:44:44 CEST 2022
Olomouc,CZ,1652370180,25.98,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 17:44:44 CEST 2022
Ostrava,CZ,1652370171,26.21,1015.0,38.0,10000.0,4.12,300.0,0.0,Thu May 12 17:44:44 CEST 2022
Pardubice,CZ,1652370284,24.13,1016.0,45.0,10000.0,3.09,280.0,0.0,Thu May 12 17:44:44 CEST 2022
Kladno,CZ,1652370891,22.59,1017.0,43.0,10000.0,7.2,260.0,0.0,Thu May 12 17:54:51 CEST 2022
Mladá Boleslav,CZ,1652370804,22.38,1017.0,60.0,10000.0,3.29,337.0,90.0,Thu May 12 17:54:51 CEST 2022
Olomouc,CZ,1652370892,25.98,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 17:54:52 CEST 2022
Ostrava,CZ,1652370595,26.21,1015.0,38.0,10000.0,4.12,300.0,0.0,Thu May 12 17:54:52 CEST 2022
Pardubice,CZ,1652370825,23.97,1016.0,46.0,10000.0,3.09,280.0,0.0,Thu May 12 17:54:52 CEST 2022
Kladno,CZ,1652371251,22.7,1017.0,43.0,10000.0,7.2,260.0,0.0,Thu May 12 18:05:35 CEST 2022
Mladá Boleslav,CZ,1652371509,20.61,1017.0,60.0,10000.0,3.29,337.0,90.0,Thu May 12 18:05:36 CEST 2022
Olomouc,CZ,1652371307,23.54,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 18:05:36 CEST 2022
Ostrava,CZ,1652371424,26.22,1015.0,38.0,10000.0,4.12,300.0,0.0,Thu May 12 18:05:36 CEST 2022
Pardubice,CZ,1652371536,24.17,1016.0,46.0,10000.0,3.09,280.0,0.0,Thu May 12 18:05:36 CEST 2022
Kladno,CZ,1652371611,22.42,1017.0,43.0,10000.0,7.2,260.0,0.0,Thu May 12 18:11:39 CEST 2022
Mladá Boleslav,CZ,1652371899,20.61,1017.0,60.0,10000.0,3.29,337.0,90.0,Thu May 12 18:11:39 CEST 2022
Olomouc,CZ,1652371899,21.36,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 18:11:39 CEST 2022
Ostrava,CZ,1652371900,26.2,1015.0,38.0,10000.0,4.12,300.0,0.0,Thu May 12 18:11:40 CEST 2022
Pardubice,CZ,1652371812,24.17,1016.0,46.0,10000.0,3.09,280.0,0.0,Thu May 12 18:11:40 CEST 2022
Kladno,CZ,1652372276,22.1,1016.0,43.0,10000.0,6.17,280.0,0.0,Thu May 12 18:22:38 CEST 2022
Mladá Boleslav,CZ,1652372559,21.14,1017.0,60.0,10000.0,3.29,337.0,90.0,Thu May 12 18:22:38 CEST 2022
Olomouc,CZ,1652372559,24.13,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 18:22:39 CEST 2022
Ostrava,CZ,1652372468,23.2,1016.0,49.0,10000.0,3.09,10.0,0.0,Thu May 12 18:22:39 CEST 2022
Pardubice,CZ,1652372559,24.31,1016.0,42.0,10000.0,5.66,270.0,0.0,Thu May 12 18:22:39 CEST 2022
Hodkovice,CZ,1652372723,22.51,1016.0,44.0,10000.0,0.89,284.0,90.0,Thu May 12 18:25:23 CEST 2022
Kladno,CZ,1652373168,21.94,1016.0,43.0,10000.0,6.17,280.0,0.0,Thu May 12 18:32:48 CEST 2022
Mladá Boleslav,CZ,1652373169,22.56,1017.0,61.0,10000.0,3.8,344.0,91.0,Thu May 12 18:32:49 CEST 2022
Olomouc,CZ,1652372947,24.13,1016.0,65.0,10000.0,4.37,329.0,12.0,Thu May 12 18:32:49 CEST 2022
Ostrava,CZ,1652373169,23.22,1016.0,49.0,10000.0,3.09,10.0,0.0,Thu May 12 18:32:49 CEST 2022
Pardubice,CZ,1652372998,24.31,1016.0,42.0,10000.0,5.66,270.0,0.0,Thu May 12 18:32:49 CEST 2022
Olomouc,CZ,1652373229,23.58,1017.0,71.0,10000.0,3.14,325.0,10.0,Thu May 12 18:33:49 CEST 2022
Ostrava,CZ,1652373221,23.22,1016.0,49.0,10000.0,3.09,10.0,0.0,Thu May 12 18:33:49 CEST 2022
Pardubice,CZ,1652372960,24.31,1016.0,42.0,10000.0,5.66,270.0,0.0,Thu May 12 18:33:49 CEST 2022
Kladno,CZ,1652373856,22.14,1016.0,43.0,10000.0,5.66,280.0,0.0,Thu May 12 18:44:16 CEST 2022
Mladá Boleslav,CZ,1652373856,22.56,1017.0,61.0,10000.0,3.8,344.0,91.0,Thu May 12 18:44:16 CEST 2022
Olomouc,CZ,1652373842,19.68,1017.0,71.0,10000.0,3.14,325.0,10.0,Thu May 12 18:44:17 CEST 2022
Ostrava,CZ,1652373857,22.22,1016.0,56.0,10000.0,4.63,30.0,0.0,Thu May 12 18:44:17 CEST 2022
Pardubice,CZ,1652373623,24.79,1016.0,36.0,10000.0,5.66,270.0,0.0,Thu May 12 18:44:17 CEST 2022
Kladno,CZ,1652373900,22.14,1016.0,43.0,10000.0,5.66,280.0,0.0,Thu May 12 18:46:09 CEST 2022
Mladá Boleslav,CZ,1652373969,22.56,1017.0,61.0,10000.0,3.8,344.0,91.0,Thu May 12 18:46:09 CEST 2022
Olomouc,CZ,1652373969,19.68,1017.0,71.0,10000.0,3.14,325.0,10.0,Thu May 12 18:46:09 CEST 2022
Ostrava,CZ,1652373899,22.22,1016.0,56.0,10000.0,4.63,30.0,0.0,Thu May 12 18:46:09 CEST 2022
Pardubice,CZ,1652373970,24.03,1016.0,38.0,10000.0,4.63,280.0,0.0,Thu May 12 18:46:09 CEST 2022
Kladno,CZ,1652377139,21.95,1016.0,43.0,10000.0,4.63,280.0,0.0,Thu May 12 19:40:15 CEST 2022
Mladá Boleslav,CZ,1652377209,21.36,1017.0,66.0,10000.0,3.47,350.0,83.0,Thu May 12 19:40:15 CEST 2022
Olomouc,CZ,1652377216,17.2,1017.0,77.0,10000.0,2.1,328.0,10.0,Thu May 12 19:40:15 CEST 2022
Ostrava,CZ,1652377093,21.22,1016.0,52.0,10000.0,5.66,10.0,0.0,Thu May 12 19:40:16 CEST 2022
Pardubice,CZ,1652377216,23.03,1015.0,40.0,10000.0,2.57,310.0,0.0,Thu May 12 19:40:16 CEST 2022
Kladno,CZ,1652377800,20.29,1016.0,49.0,10000.0,4.12,270.0,0.0,Thu May 12 19:51:15 CEST 2022
Mladá Boleslav,CZ,1652377875,21.36,1017.0,66.0,10000.0,3.47,350.0,83.0,Thu May 12 19:51:15 CEST 2022
Olomouc,CZ,1652377646,17.2,1017.0,77.0,10000.0,2.1,328.0,10.0,Thu May 12 19:51:15 CEST 2022
Ostrava,CZ,1652377806,20.22,1016.0,52.0,10000.0,5.14,10.0,0.0,Thu May 12 19:51:15 CEST 2022
Pardubice,CZ,1652377875,22.97,1016.0,40.0,10000.0,1.54,310.0,0.0,Thu May 12 19:51:15 CEST 2022
Kladno,CZ,1652378339,20.29,1016.0,49.0,10000.0,4.12,270.0,0.0,Thu May 12 20:02:14 CEST 2022
Mladá Boleslav,CZ,1652378470,17.52,1017.0,66.0,10000.0,3.47,350.0,83.0,Thu May 12 20:02:15 CEST 2022
Olomouc,CZ,1652378289,17.2,1017.0,77.0,10000.0,2.1,328.0,10.0,Thu May 12 20:02:15 CEST 2022
Ostrava,CZ,1652378344,20.22,1016.0,52.0,10000.0,5.14,10.0,0.0,Thu May 12 20:02:15 CEST 2022
Pardubice,CZ,1652378295,22.97,1016.0,40.0,10000.0,1.54,310.0,0.0,Thu May 12 20:02:15 CEST 2022
Kladno,CZ,1652514300,16.16,1021.0,55.0,10000.0,5.66,250.0,0.0,Sat May 14 09:47:10 CEST 2022
Mladá Boleslav,CZ,1652514431,15.94,1020.0,59.0,10000.0,3.39,254.0,83.0,Sat May 14 09:47:10 CEST 2022
Olomouc,CZ,1652514211,16.04,1021.0,73.0,10000.0,2.91,311.0,79.0,Sat May 14 09:47:10 CEST 2022
Ostrava,CZ,1652514167,16.31,1021.0,51.0,10000.0,2.57,230.0,20.0,Sat May 14 09:47:11 CEST 2022
Pardubice,CZ,1652514417,16.06,1021.0,55.0,10000.0,2.24,300.0,0.0,Sat May 14 09:47:11 CEST 2022
Kladno,CZ,1652514369,16.24,1021.0,55.0,10000.0,5.66,250.0,0.0,Sat May 14 09:49:10 CEST 2022
Mladá Boleslav,CZ,1652514551,15.94,1020.0,59.0,10000.0,3.39,254.0,83.0,Sat May 14 09:49:10 CEST 2022
Olomouc,CZ,1652514551,16.49,1021.0,71.0,10000.0,2.91,311.0,79.0,Sat May 14 09:49:10 CEST 2022
Ostrava,CZ,1652514454,16.35,1021.0,51.0,10000.0,2.57,230.0,20.0,Sat May 14 09:49:10 CEST 2022
Pardubice,CZ,1652514299,16.06,1021.0,55.0,10000.0,2.24,300.0,0.0,Sat May 14 09:49:10 CEST 2022
Kladno,CZ,1652518720,17.55,1021.0,51.0,10000.0,4.12,260.0,20.0,Sat May 14 10:58:39 CEST 2022
Mladá Boleslav,CZ,1652518720,19.26,1020.0,55.0,10000.0,3.95,270.0,87.0,Sat May 14 10:58:39 CEST 2022
Olomouc,CZ,1652518720,18.81,1020.0,53.0,10000.0,3.85,310.0,68.0,Sat May 14 10:58:40 CEST 2022
Ostrava,CZ,1652518721,17.39,1021.0,55.0,10000.0,2.57,200.0,20.0,Sat May 14 10:58:40 CEST 2022
Pardubice,CZ,1652518721,17.82,1021.0,59.0,10000.0,3.6,240.0,40.0,Sat May 14 10:58:40 CEST 2022
Kladno,CZ,1652520435,18.14,1021.0,53.0,10000.0,4.63,250.0,20.0,Sat May 14 11:27:14 CEST 2022
Mladá Boleslav,CZ,1652520436,19.98,1020.0,55.0,10000.0,3.95,270.0,87.0,Sat May 14 11:27:15 CEST 2022
Olomouc,CZ,1652520436,18.88,1020.0,51.0,10000.0,3.85,310.0,68.0,Sat May 14 11:27:15 CEST 2022
Ostrava,CZ,1652520330,18.13,1020.0,48.0,10000.0,3.6,210.0,0.0,Sat May 14 11:27:15 CEST 2022
Pardubice,CZ,1652520436,19.11,1021.0,46.0,10000.0,4.12,240.0,0.0,Sat May 14 11:27:15 CEST 2022
Kladno,CZ,1652543864,21.21,1019.0,40.0,10000.0,4.12,330.0,0.0,Sat May 14 17:57:44 CEST 2022
Mladá Boleslav,CZ,1652543865,21.19,1019.0,54.0,10000.0,4.75,331.0,99.0,Sat May 14 17:57:45 CEST 2022
Olomouc,CZ,1652543865,21.34,1018.0,61.0,10000.0,4.61,302.0,100.0,Sat May 14 17:57:45 CEST 2022
Ostrava,CZ,1652543865,21.07,1018.0,37.0,10000.0,5.66,260.0,0.0,Sat May 14 17:57:45 CEST 2022
Pardubice,CZ,1652543865,22.02,1018.0,34.0,10000.0,5.81,290.0,0.0,Sat May 14 17:57:45 CEST 2022
Olomouc,CZ,1652785567,15.31,1017.0,93.0,10000.0,2.86,345.0,100.0,Tue May 17 13:08:10 CEST 2022
